recid,givenname,surname,suburb,pc
2177181,shane,brown,hurstville,2220
997544,marina,baros,inglewood,6052
6764714,don,flakemore,penna,7171
6240433,robin,hancock,ngunnawal,2913
2570421,anna,blunt,coorparoo,4151
2308279,maggie,cunningham,newstead,7250
6371527,monika,neave,elizabeth bay,2011
3487944,aileen,hunter,collie,6225
473297,susan,cassidy,jindera,2642
4667603,martin,tan,lugarno,2210
1652953,paul,dwyer,penrith,2750
1259741,vincent,biddulph,northam,6401
6502635,simon,ryffel,karama,0812
1521900,lisa,kirk,tregear,2770
6502637,agnes,thomson,caloundra,4551
2046193,judy,huckell,balnarring,3926
997625,christine,mulvena,gympie,4570
3356922,robert,huggins,muswellbrook,2333
3094789,allan,phillips,elsternwick,3185
3881235,kristine,hull,geelong,3220
866581,lyndal,dannaoui,roxburgh park,3064
1521942,tony,bowman,albury,2640
604441,brigida,dolley,toowoomba,4350
2963759,wilma,schwarz,brighton,3186
80179,john,fisher,dee why,2099
3488054,trevor,sneddon,muswellbrook,2333
473401,zbigniew,liu,brunswick west,3055
4196974,rita,kulick,graceville,4075
5716295,joy,lafferty,toowong,4066
1259854,jan,cooper,worongary,4213
997711,rex,gordon,hornsby,2077
80226,janene,lin,glen waverley,3150
5847396,raymond,blinco,kariong,2250
604517,joanne,dang,st albans,3021
5867922,tina,warne-smith,mount helena,6082
2308462,catherine,willis,bray park,4500
3094898,donna,wong,springvale,3171
3225973,doris,roylance,morwell,3840
2570614,costakis,kooymans,anglers paradise,4216
3750263,yim,wheeler,floreat,6014
80250,nikolas,eden,newton,5074
2298410,diane,pavlovic,annandale,4814
5323150,simon,derrick,paynesville,3880
6109593,elizabeth,davies,wangaratta,3677
4274586,david,dambrauskas,warwick farm,2170
6151919,maria,kuss,woodcroft,5162
1259933,anne,beard,marrara,0812
690588,andrew,olley,eight mile plains,4113
6371758,elaine,brodie,alice springs,0870
1259952,kenneth,gfeller,moss vale,2577
930890,suzanne,bromley,bellbowrie,4070
5585344,bradley,matheou,ellenbrook,6069
2940663,margaret,frankling,donald,3480
2832848,elmo,tripley,gundy,2337
2307151,colin,noakes,childers,4660
5847523,sarah,woods,safety bay,6169
6896101,edward,wappet,balwyn,3103
3357163,margaret,mcdonald,seaford rise,5169
342508,ai,cole,woodcroft,5162
1784304,colleen,garner,hay,2711
5978613,jillian,sincock,edwardstown,5039
4930040,my,henery,holland park west,4121
342524,anne,humphries,north bondi,2026
5847551,andrew,burn,currumbin waters,4223
5847554,kenneth,duggan,ballina,2478
2439683,giselle,ryan,port melbourne,3207
6109703,lynn,sucksmith,noranda,6062
2701843,christina,kopsaftis,springvale north,3171
5585429,lorraine,cassar,blacktown,2148
5454358,maria,herring,thornlands,4164
4012574,clive,akhtar,prestons,2170
1522212,suzanne,spencer,woody point,4019
2832933,rae,young,harris park,2150
5323303,dianne,cybulski,sandstone point,4511
603228,nikica,sabine,quinns rocks,6030
4012588,caroline,goodlet,dapto,2530
3226167,leanne,ewing,thornbury,3071
1522240,russell,millar,kialla,3631
1522249,tomasina,houston,stafford,4053
2701904,leith,lim,wembley,6014
1784404,peter,mcervale,pacific palms,2428
342614,carol,mcaffrey,taree,2430
604761,joan,moar,ararat,3377
3488346,birgitta,hedger,stirling north,5710
473691,kevin,payne,para hills west,5096
997983,pina,zevharas,mulgrave east,3170
997985,maxwell,teagle,bondi,2026
1129059,gloria,scholz,wudinna,5652
80486,william,squibb,spreyton,7310
4143725,matthew,harper,tom price,6751
2046588,brendan,doolan,coogee,2034
4535402,ross,walker,wangaratta,3677
1915520,ferdinando,perkins,robina,4226
3750544,kylie,kotton,armadale,3143
6109842,kathryn,hosking,carrara,4211
3750552,michael,brophy,richmond,3121
4157705,robyn,lick,moss vale,2577
1784478,pei,bryan,capalaba,4157
6109857,tammy,chew,parkes,2870
3226276,brian,nickels,albury,2640
4799141,alex,reid,dicky beach,4551
3226280,brett,nasarenko,kallangur,4503
5061295,christine,street,parramatta,2150
5431073,john,materne,spence,2615
473800,allen,gray,miles,4415
3488473,eric,seagal,rose bay,2029
6634206,gyula,holland,warracknabeal,3393
3619562,peter,lindner,wodonga,3690
4012784,pamela,louzis,thornbury,3071
3750648,elisabeth,jones,perth,6000
3290240,klaus,fahey,elwood,3184
4011137,susan,campbell,colac,3250
5192457,kavita,francis,casino,2470
5016024,trevor,hickey,roseville,2069
6109970,linda,opitz,st kilda,3182
1784597,leigh,sommerville,arncliffe,2205
3750687,glenys,miller,yorklea,2470
211751,jean,tran,shalvey,2770
867122,pasquale,brown,cleveland,4163
3619641,marcus,klaassen,yarra glen,3775
3619645,rina,heath,albury,2640
3377633,kwan,foots,surfers paradise,4217
3881803,susan,mcgann,bateau bay,2261
2440015,joan,parker,nangwarry,5277
2964307,marie,hall,albion park,2527
998236,drew,clark,redbank,4301
2571106,kenneth,herzfeld,west hobart,7000
6241137,andrew,benson,wagga wagga,2650
473974,daravone,khosid,st ives,2075
473982,sandra,fowler,carnamah east,6517
1915796,don,bagdonavicius,atwell,6164
6241177,colleen,carlile,altona north,3025
736154,marjam,meyers,kariong,2250
1129376,lesley,cosh,coopers plains,4108
1784740,kylie,mckeown,cowra,2794
6776426,lucas,olsen,harbord,2096
6634407,anthony,mathew,jolimont,6014
2177972,rosanna,del villar,clohesy,4870
3357634,lya,gajdos,yarra junction,3797
2309063,patrick,cassar,katoomba,2780
4275146,carlo,grady,swansea heads,2281
998351,stuart,holcombe,wilsonton,4350
1522662,kim,nash,belmont,3216
5979112,matthew,galea,kilmore,3764
5585909,monika,gutesa,leonay,2750
909141,lynette,harman,mount lawley,6050
4144128,john,nicol,mount waverley,3149
1522690,tammy,hindmarsh,new lambton,2305
2702341,ivan,cornish,epping,2121
4406286,gaylene,haase,glossodia,2756
6765588,lorraine,lamb,aldinga beach,5173
2571289,ping,perry,jarklin,3517
5061658,gloria,wordsworth,lilydale,3140
6241318,david,rebeiro,wetherill park,2164
1784872,john,costa,wilston,4051
4930604,geoffrey,sheffield,patterson lakes,3197
4144187,winifred,gambuti,lake grace,6353
6634556,emily,horstman,rocklea,4106
3488830,ian,konstant,ballina,2478
1915973,gary,jnr,paddington,4064
4537429,derek,powell,hampton,3188
1653853,winifred,toal,hollywell,4216
4668511,elizabeth,doyle,yungaburra,4872
3751012,catherine,ferguson,towradgi,2518
80998,alan,sumbak,coleambally,2707
4013161,lynette,vale,colbinabbin,3559
1988554,pang,wilschut,andergrove,4740
2047115,eugene,laughton,katherine,0850
998543,alexander,yu,hoppers crossing,3029
4127170,sandra,murray,tin can bay,4580
5192851,mohd,lay,vermont,3133
1129620,john,hanrahan,dandenong north,3175
474268,maureen,bingham,white hills,3550
81053,santa,fagan,daisy hill,4127
4537505,george,santhanam,kotara,2289
6241442,lynette,keilar,bonbeach,3196
4144291,kate,siskoski,mount st thomas,2500
2178212,shoghig,ocello,reservoir,3073
6372518,beverley,johnson,merewether,2291
3488941,sally,mazurek,st albans,3021
1129654,carolynn,sharman,rosebud west,3940
5848248,christine,coleman,jandakot,6164
3357895,xiaodong,agius,north ryde,2113
4013256,judith,luomanen,ravenswood,7250
3620054,peter,anesbury,somerton park,5044
81111,douglas,hagger,tyabb,3913
3620064,juan,soles,belmont,3216
2440421,marie,mclennan,junabee,4370
6241516,peter,black,dromana,3936
6634744,dariusz,hutton,stuart park,0820
81145,rodney,little,auchenflower,4066
6765818,leigh,torrens-rowe,wanguri,0810
3489021,michael,daniels,dynnyrne,7005
81159,finola,zula,geelong east,3219
2571528,clive,georgopoulos,greenacre,2190
736523,mark,hong,florey,2615
212258,alex,short,kinross,6028
81187,corrie,keily,palm beach,4221
1129764,susan,purtell,kings meadows,7249
1367942,tony,riessen,henley beach,5022
3882278,paul,carr,hove,5048
5586215,kay,biffi,balwyn,3103
3357994,chee,eaton,kondinin,6367
6714002,juergen,pavlovic,rosemeadow,2560
867628,carlo,wade,maryborough,3465
5979454,teresa,williams,wangaratta,3677
998719,suvendrini,butson,whyalla norrie,5608
5061956,garry,hahn,hill top,2575
5586247,dieter,davis,tuncurry,2428
5193032,carol,bullock,ballina east,2478
2440528,cheryl,watt,queens park,6107
3095889,nevenka,izod,vermont,3133
5324114,dorothy,brill,coburg north,3058
1260884,leonie,mccann,hoppers crossing,3029
4930904,shane,narayan,mansfield,4122
4537698,geoffrey,crombie,petrie,4502
4275556,margaret,yau,mansfield,4122
2309480,john,bannister,moonah west,7009
212341,william,gunner,para hills,5096
3620215,eric,kennedy,mount eliza,3930
5717373,eric,lam,south melbourne,3205
5455232,nayla,phillips,dorroughby,2480
3095937,marjorie,shao,doncaster east,3109
1916293,carmel,warner,wellington point,4160
5848464,peter,smith,jimboomba,4280
1916307,manuel,krinke,pittsworth,4356
5324186,ronnie,botefuhr,loganholme,4129
2503919,connie,mills,longford,7301
1785244,joanne,bedford,carlingford,2118
2833821,robert,lerch,pomona,4568
4144548,denise,dods,lesmurdie,6076
4406693,leonie,royle,esperance,6450
3489196,lois,mchale,shoalhaven heads,2535
3882417,susanne,tsaousis,fairfield,3078
2833843,tanya,walsh,tarragindi,4121
4799933,janice,graham,greenfields,6210
474561,barbara,wickett,crows nest,2065
3096002,anthony,clark,gembrook,3783
799990,lynette,davy,collinsville,4804
5979591,janet,mather,deepwater,2371
2571725,ronald,kleeven,warragul,3820
6503897,david,roffey,laverton,3028
3227105,karen,armitage,glendalough,6016
1654249,georgina,levy,yokine,6060
2833907,betty,mccuskey,epsom,3551
3882484,lina,cross,panorama,5041
4668920,stephen,gifkins,charleville,4470
4144634,melanijane,kocovski,mount st thomas,2500
2440700,ross,searle,labrador,4215
736772,carolyn,otto,taroom,4420
3882503,dianna,riach,dubbo,2830
6503957,suzanne,blanch,eagleby,4207
4275738,mary,ng,kensington,2033
5717535,raymond,leslie,arthurs creek,3099
6372898,christine,hunt,kingsgrove,2208
3751462,debbie,glasby,toowoomba,4350
6807473,bruce,wickham,balaklava,5461
3227176,rosemary,bryan,toowoomba,4350
5193264,janet,bidner,randwick,2031
3227187,eileen,hickey,hoppers crossing,3029
4275767,marinos,buchanan,cairns,4870
3096120,kendall,dwyer,toowoomba,4350
1130042,lloyd,hapis,marangaroo,6064
605758,desmond,parisi,moonee ponds,3039
998996,hy,haulis,ashwood,3147
212569,jason,tildesley,moorabbin,3189
6766173,marjorie,bradshaw,ludmilla,0820
6635120,karen,bishop,whyalla norrie,5608
343668,fiona,hannay,chandler,4155
999029,ainslie,truong,gwynneville,2500
212603,derek,choy,hornsby,2077
2571900,angela,arnold,tully,4854
6635144,john,otomo,prahran,3181
868005,con,manile,mascot,2020
5848745,sylvia,boer,mount gambier,5290
6110890,john,irish,clunes,2480
6373035,david,harris,narrogin,6312
6766252,veronica,parrish,artarmon,2064
5848754,lean,doran,randwick,2031
1654451,mirella,nguyen,st albans,3021
3489462,melinda,koteska,lalor,3075
5324477,dennis,lin,lidcombe,2141
4669121,duncan,willemse,park ridge,4125
6110914,melissa,kelly,woodbine,2560
605905,kwokaun,leersen,red cliffs,3496
2965207,anne,crantock,moriarty,7307
5455577,kuk,peters,toowong,4066
3096282,faye,slator,mount compass,5210
605920,alfred,field,drummoyne,2047
4931310,ronald,lapid,st clair,2759
4013810,paul,berkman,noble park,3174
5717749,nicholas,haley,brigadoon,6069
4669179,carl,isaacs-young,kiels mountain,4559
2178818,giulia,charles,rangeway,6530
6504200,aaron,thomas,gisborne,3437
6504214,fong,kunoth,gray,0830
212763,joanne,jeffers,nundah,4012
2572061,veronica,may,everard park,5035
474916,wayne,johnson,bellbowrie,4070
6635301,elaine,mccarthy,taree,2430
6373160,aldo,thiselton,jamestown,5491
1916718,peter,thomas,stepney,5069
4144953,stephen,walker,eltham,3095
737089,kwan,bishop,sylvania,2224
2700598,karen,jones,melbourne,3000
5717833,nicole,coltman,melbourne,3000
6766410,michael,slotosch,cawarral,4702
868176,debra,reed,mount kuring-gai,2080
1261396,carmel,camilleri,lake heights,2502
6373207,karen,millard,macarthur,3286
2572124,keith,ioelu,noble park,3174
2309985,mary,tavityan,oakhurst,2761
5980002,ian,mchardy,needilup,6336
6635364,renata,benitez,burwood,2134
5193573,anna,thom,killara,2071
868201,sylvia,ayris,smithfield plains,5114
212842,marie,smith,woodberry,2322
1916779,cora,ward,st leonards,2065
4013933,christina,maddishetty,parramatta,2150
868223,ian,hadfield,balgownie,2519
2178951,patricia,olman,the caves,4702
3751818,curt,cvetkovski,unanderra,2526
2703246,fiona,hart,minlaton,5575
1261458,david,cowell,selby,3159
4535619,david,wardlaw,armidale,2350
4931494,douglas,irvine,bondi junction,2022
475047,guiseppina,brenzi,yangebup,6164
4145069,ngaire,henderson,the gap,4061
1324363,karen,o'shaughnessy,harvey,6220
6504390,marion,pettitt,bonnyrigg,2177
4145096,beverley,walton,glen waverley,3150
212958,agatha,patane,newmarket,4051
1916895,gary,sutcliffe,primrose sands,7173
3620832,june,clarke,hazelwood south,3840
4538338,colin,pere,greystanes,2145
2965478,daniel,ruse,burnie upper,7320
3487060,florence,o'brien,northbridge,2063
1392653,mary,phan,cabramatta,2166
5062672,janice,blythe,cairns,4870
1261587,husein,clarke,strathdale,3550
6635554,mira,gray,loxton north,5333
4931627,tsz,bosio,adelaide,5000
1630217,charles,boda,oakleigh,3166
737346,michael,kamakura,brighton,3186
1785926,betty,brett,gymea,2227
4931658,samuel,russell,ocean grove,3226
3620941,phillip,daly,west launceston,7250
1654870,james,shemlowski,ayr,4807
5980254,heather,buhmann,stanthorpe,4380
4276320,elaine,elliott,scarborough,6019
6766691,elizabeth,sammut,east ryde,2113
4014188,donnagai,blight,tumby bay,5605
868463,craig,hart,mornington,7018
2965623,annette,cicchitti,box hill north,3129
5587074,randolph,calandra,keilor,3036
1654917,william,cronin,wy yung,3875
2965640,jill,zevgolis,maroubra,2035
6484045,julie,hayward,bruthen,3885
3752079,noel,march,waverley,2024
6635668,sonia,jenkins,st lucia,4067
2965653,patricia,lee,chelsea,3196
1786020,carolyn,kent,surry hills,2010
2179239,scott,egan,coffs harbour,2450
6242472,helen,bull,eastwood,2122
3621052,lynnette,sinnerton,sanctuary point,2540
5980350,rebecca,watt,beecroft,2119
5587136,vicki,kellner,low head,7253
6373569,johanna,wratten,wynnum,4178
4538564,manfred,longo,evanston,5116
4538594,andrew,lillico,thornlie,6108
4014308,stewart,lauchs,gladstone,4680
606462,priscilla,mitchell,hastings,3915
3490077,yolinda,pollock,noosa heads,4567
5062947,pamela,falconer,cremorne,2090
1917222,leonardo,ram,chapman,2611
6766889,shayne,lewis,melbourne,3000
3096877,louisa,dennett,dapto,2530
6897966,emma,godfrey,paralowie,5108
3621168,jane,cooper,kentlyn,2560
4931900,maree,katsikaris,marrickville,2204
2703687,judith,chamney,mansfield,4122
35560,jim,giles,auburn,2144
3771114,ross,davis,burnett heads,4670
213384,michel,vanzino,randwick,2031
868745,helen,went,yallourn north,3825
1917323,margaret,hart,broken hill,2880
3096980,damien,mccalman,coleambally,2707
999830,grant,kruize,leederville,6007
4407706,helen,pitman,gilberton,5081
5980572,rola,stevens,dunsborough,6281
737701,wendy,parkinson,ripponlea,3185
6242732,lynette,rudkin,quinns rocks,6030
1655228,nancy,cook,bulleen,3105
606654,robert,vanderstap,footscray,3011
6504908,david,male,dee why,2099
6111704,suzanne,sortini,hectorville,5073
6898138,stephen,tranh,braybrook,3019
1652133,hugh,garnsworthy,williamstown,3016
6898147,carolyn,batilof,mountain creek,4557
5194214,vitally,riley,burleigh waters,4220
3883496,ivan,warren,north parramatta,2151
2572777,kerri,riwoe,toowoomba,4350
1786348,melissa,butcher,rockingham,6168
2048509,jennifer,bird,condell park,2200
2703874,heather,sherwood,glenorchy,7010
3883523,ella,stapleton,east fremantle,6158
868877,jeanene,gibson,bray park,4500
82447,stephen,hammond,broadview,5083
1393175,pamela,wilson,callala beach,2540
1786395,noel,zabrak,sawtell,2452
213533,cong,perkins,annandale,4814
4538924,jeffrey,lulic,endeavour hills,3802
6767152,shinji,elasad,neutral bay,2089
344631,james,nicolosi,rainworth,4065
2835001,roman,klemm,rainbow,3424
2835003,dorothy,dunlop,bray park,2484
4014661,evelyn,valzolgher,atherton,4883
4145734,adam,morris,redfern,2016
4014663,emilie,mowlawisada,maddington,6109
1524296,lawrence,fenn,nedlands,6009
3490379,diane,hohn,toowoomba,4350
2572882,alicia,faulkner,cornubia,4130
3490390,wayne,coleman,wallsend,2287
6111832,charles,mckeown,auburn,2144
4407897,alice,pavlica,carlton,3053
6898270,gaynor,grebenshikoff,orange,2800
4145759,peter,cusack,macleod,3085
1000033,emma,brockway,collaroy,2097
822033,jennifer,jeanguyot,cremorne,2090
4670057,joseph,prince,forster,2428
82544,timothy,mayers,coffs harbour,2450
6505076,melissa,seidel,yumali,5261
5718648,leigh,smart,mulgrave,3170
5196528,john,sevil,coonabarabran,2357
5063307,sandra,pennini,pagewood,2035
3752590,amanda,edwards,hampton,3188
606870,christopher,vredenbregt,leopold,3224
5899217,john,qiao,carlisle,6101
5194404,helen,szalay,cremorne,2090
3883693,minette,thirakul,claymore,2559
4801198,margaret,daly,gawler east,5118
2966193,maria,tran,dandenong north,3175
6636222,ross,salau,seymour,3660
5063361,rungthip,hanos,kingsford,2032
6374084,robert,salvemini,rouse hill,2155
344779,anthony,boyce,werrington,2747
5456589,victor,robertson,neutral bay,2089
4276946,judelle,norman,burpengary,4505
4408024,louise,langford,broken hill,2880
6505185,helen,mead,hazelmere,6055
3752675,diann,underwood,pottsville,2489
2048744,jillian,mason,coogee,2034
1000174,benjamin,dodds,raymonds hill,4305
344829,thomas,liu,glebe,2037
475902,shirley,miller,williamstown,3016
5849880,maree,boyd,craigie,6025
6480004,kathleen,kalra,quakers hill,2763
2704155,thi,gutic,macleod,3085
2966302,catherine,gentile,ingle farm,5098
6505251,andrew,holmes,lockwood south,3551
738087,francia,lavery,hamlyn terrace,2263
5325608,mary,lahm,merrigum,3618
1393463,david,royce,greenough,6530
2573118,peter,luke,chidlow,6556
1524543,john,butt,kings park,3021
1524548,garry,smart,prahran,3181
5587783,olive,bates,castletown,6450
6392633,yue,curnow,basket range,5138
213852,jason,cooper,nandaly,3533
6767464,arthur,green,colac,3250
6767473,meramy,arlotta,nailsworth,5083
5587846,jean,faulkner,girraween,2145
4014988,colleen,mehra,westminster,6061
2966413,max,killen,weston,2326
5456791,joy,muldoon,coffs harbour,2450
1917851,elaine,pelosi,botany,2019
6243232,john,anderson,city beach,6015
4015016,jacquelin,lontos,campbellfield,3061
869291,shirley,helal,north parramatta,2151
5802824,roslyn,goodwin,mentone,3194
1524658,tracey,white,armidale,2350
5850038,geoffrey,esma,echuca,3564
3097529,rodney,alchin,port pirie,5540
6243260,yvonne,larkins,beacon hill,2100
5718995,andrew,harker,greenslopes,4120
2311134,sara,emery,leongatha,3953
2573285,david,steiner,springvale south,3172
2373116,karim,maher,shepparton,3630
3359727,barry,inglis,brighton,5048
5850103,janette,phelan,hoppers crossing,3029
1262584,tina,collyer,port macquarie,2444
738299,justin,southan,queanbeyan,2620
5587965,keith,thackeray,new farm,4005
1786884,may,cullen,bendigo,3550
5518849,hiep,tomkinson,reynella,5161
2966536,susan,smith,somerset,7322
1524746,robert,truscott,mount waverley,3149
2835468,mary,jones,campbelltown,5074
5063693,fay,kamide,north perth,6006
4277274,dennis,watson,west perth,6005
1786908,maria,agnew,scarness,4655
4146225,erika,terranova,drummoyne,2047
4539443,john,steel,pooraka,5095
6374455,nella,bieganski,red hill,4059
5063738,jean,parker,dalby,4405
5588028,margaret,kirkegard,glenwood,2768
1393729,david,rickert,dianella,6059
2966596,darren,chambers,mount warren park,4207
4146253,jillian,ngo,fairfield,3078
6064995,shishir,tauber,killara,2071
1918038,irene,redman-slater,mentone,3194
2442331,wayne,davies,mitchell park,5043
4801628,dianne,beale,pacific paradise,4564
1524830,esther,sharp,seaford,3198
1918049,anthony,ferguson,port kembla,2505
1918057,karen,jones,kingsbury,3083
2311278,larry,sealey,casterton,3311
3753071,taleena,kelly,dodges ferry,7173
5981313,charles,shevlin,macquarie fields,2564
3884163,christine,jones,koongamia,6056
869517,david,townsend,whalan,2770
1000602,graeme,nichols,table top,2640
5218369,ian,see,glen iris,3146
4408502,peter,davies,maribyrnong,3032
4624795,maree,goodwin,horsham,3400
607435,bryan,daniel,wallaroo,5556
2573518,paul,szuhyta,blacktown,2148
869585,chris,ettridge,guildford,3451
1262804,kathy,woodhead,kinross,6028
5326042,hee,de silva,rossmoyne,6148
214239,randal,levay,mooroolbark,3138
5326049,helen,papa,albert park,3206
1393902,edgar,taylor,katherine,0850
3097848,maureen,lee,highgate hill,4101
3491065,keith,peterson,bingara,2404
5719294,kerry,nalder,collanilling,6315
6769008,robyn,morrell,horsham,3400
4932874,gwendoline,vickers,currumbin,4223
2442510,doreen,rimanoczy,edgeworth,2285
129342,pamela,white,wagga wagga,2650
6898971,vivienne,murphy,cremorne,2090
2573600,evonne,ritchie,buderim,4556
2180388,jenny,saulitis,preston,3072
2180391,maria,rickard,aspendale,3195
6374697,julie,martin,hamilton,2303
2704686,karon,hugo,kirrawee,2232
869681,nello,dunn,battery hill,4551
5326132,djula,barks,port campbell,3269
2835770,kwai,hare,mont albert,3127
4539707,ian,o'donnell,camden,2570
2573630,raymond,smith,turners beach,7315
2049344,adam,kissell,runcorn,4113
1787204,john,edwards,greenacres,5086
5195085,giuseppa,grove,murray bridge,5253
3753301,carole,martin,roxby downs,5725
476502,john,manton,nundah,4012
5195096,garry,castle,dulwich,5065
3360092,jacquiline,cunningham,north rockhampton,4701
738655,gus,burt,long jetty,2261
6374753,andrea,mcalinden,quinns rocks,6030
5719397,shirley,koulos,yagoona,2199
1918315,helen,bonawenturczak,taylors lakes,3038
5719405,gen,innes,kiara,6054
6589331,ulla,alanini,epping,3076
5955818,kenneth,gospos,richmond,5033
2704776,anthony,tilbrook,pymble,2073
2573705,stewart,horgan,pascoe vale,3044
1394058,kristen,samuel,sydney,2000
2049419,wendy,brook,normanville,5204
3753362,catriona,sayers,griffith,2680
6374808,malcolm,gill,jesmond,2299
4015533,gareth,mullan,sebastopol,3356
2835906,chong,deane,salisbury heights,5109
2049475,jenny,hurditch,campbell,2612
5588422,matthew,cass,colac,3250
345543,roshni,venkadeshan,kogarah,2217
2180556,kerri,perry,charlton,3525
2049491,madeline,pfeiffer,candelo,2550
5195234,terence,jamgotchian,neutral bay,2089
2180588,bruce,pines,tannum sands,4680
6112756,maria,everett,manly,2095
1263093,frank,brown,urunga,2455
5981700,john,phillips,glass house mountains,4518
1263111,yali,collins,frankston,3199
5588490,harold,flack,epping,2121
3360269,phillip,watson-paul,forest lake,4078
6112783,yanna,gaur,burwood heights,2136
2180628,jill,buccella,pooraka,5095
4146709,sima,addison,drummoyne,2047
6112790,tracey,gallagher,heathcote,2233
4293103,patrick,gibson,salamander bay,2317
738841,joyce,dickson,mittagong,2575
4539933,ellis,reynolds,clarendon,5157
6506018,helen,brunker,kirwan,4817
476717,beryl,skinner,reservoir,3073
83504,kenneth,cochrane,fairfield,3078
2049603,yoshiko,mclean,berkeley vale,2261
1263175,glenn,webber,beaudesert,4285
4277833,leone,polson,murray bridge,5253
2311766,reginald,donnelly,monash,2904
3753564,claude,bullivant,seaford,5169
6637149,sarahjane,o'rassertey,doonside,2767
2049635,john,fury,shelly beach,2261
4540008,slavica,levitan,dover heights,2030
5344189,donna,pearce,st leonards,7250
1263216,martyn,harrison,potts point,2011
1132172,zafiria,robson,portland,3305
5195407,georgia,krynuw,cromer,2099
83603,sheryl,hart,millicent,5280
476824,barrie,susan,chapel hill,4069
5457563,emilia,dolman,highbury,5089
4408991,robyn,he,duffy,2611
4277924,russell,mcfee,rhyll,3923
6375088,robyn,withers,gawler east,5118
6768305,steven,greenwood,point vernon,4655
6375099,elaine,turnock,maylands,6051
5060213,gail,hester,yokine,6060
1525443,sarah,hearn,barham,2732
6244038,palma,abate,avondale heights,3034
3753676,diane,tomeo,flinders park,5025
1787601,john,mckay,east victoria park,6101
6375140,patricia,flanagan,merriwagga,2652
1918696,marlene,semmler,myrtle bank,5064
2049771,leanne,wilkinson,black rock,3193
6375148,john,trickey,lancaster,3620
6899443,susan,jennings,north beach,6020
3491573,barbara,bogue,sunshine beach,4567
4409082,helen,gavin,paradise beach,3851
2967291,thamina,betts,randwick,2031
6375186,wei,percival,carrara,4211
1918745,diane,marsland,lithgow,2790
2574107,boutros,hill,cootamundra,2590
214813,heino,farrell,trafalgar,3824
5064483,anton,kelly,wilson,6107
3622698,jodie,dobrowolski,st albans,3021
3753780,sandra,evans,bunbury,6230
1001278,john,crawley,tuncurry,2428
5606368,con,polmear,wodonga,3690
1263431,regai,williams,taringa,4068
2180936,mavis,meyer,point vernon,4655
608077,scott,chenoweth,hope valley,5090
3098449,norma,stubbs,kilsyth,3137
4933462,dianna,lehman,sale,3850
6244198,anne,laajoki,koonawarra,2530
5326698,sharon,horton,clarkson,6030
4540272,marion,berkley,balwyn north,3104
1918836,paul,ahoy,carrington,2294
2443129,bea,rosanes,cobar,2835
5719934,meiling,hannigan,mindarie,6030
5195647,rebecca,kassab,willoughby,2068
1918849,jeremy,crosbie-walsh,caulfield south,3162
870280,kenneth,allsopp,taree,2430
6244233,gwendoline,rossetto,mount clear,3350
6375313,ruth,menkens,marian,4753
3622814,debra,dolby,balga,6061
1656742,libero,watson,dianella,6059
4671400,priscilla,bourke,roxburgh park,3064
4208284,bruno,wakeford,bowral,2576
3531079,joyce,constantine,brooklyn park,5032
870320,mary,pollard,charters towers,4820
2443190,adrian,blayney,north parramatta,2151
4147159,peter,ronayne,st marys,2760
3662159,giovanna,shields,merriwa,2329
1132508,gloria,richards,trentham,3458
2132986,alison,finegan,auburn,2144
6899681,salvatore,metcalfe,narrabeen,2101
2574315,maria,taylor,mount tarcoola,6530
346099,peter,liuzzi,glenroy,3046
870392,david,smith,greenbank,4124
2312188,helen,rutter,deniliquin,2710
2181120,gary,hanna,villawood,2163
6768645,richard,chow,kensington,6151
739335,mark,willis,melton,3337
6375434,victor,harrison,broken hill,2880
5851154,thongpane,mew,ivanhoe,3079
1787924,nathan,bourazikas,clayton,3168
2416985,tony,cox,fitzroy north,3068
5851165,joe,mckiggan,gawler belt,5118
2705441,tuula,harricks,daisy hill,4127
4409384,keith,hales,marsfield,2122
1263658,norma,thompson,st helens park,2560
1919027,chu,geary,alice river,4817
608308,barry,longshaw,wembley,6014
4409400,pei,garcia,noble park,3174
477241,glen,halliday,capalaba,4157
5982266,graeme,french,brandon,4808
3098684,shirley,lloyd-smith,burwood,3125
5851199,christine,olsen,pullenvale,4069
3885120,stuart,katsikis,reservoir,3073
1787980,kelly,sheldon,yamba,2464
6899793,ngoc,rasmussen,heathcote,3523
608348,karen,dunsmore,mentone,3194
215140,jaydevi,bombardiere,kellyville,2155
3754098,bronwen,hogan,corinda,4075
6375539,elizabeth,dick,murarrie,4172
2312309,joanne,lelyveld,toongabbie,2146
5195894,gwendoline,waters,dubbo,2830
4907370,brett,urbina,springvale,3171
739454,leslie,tomlinson,sarina,4737
6152558,winifred,pickering,greystanes,2145
870551,nathan,tong,clontarf,4019
3754142,glenice,paxon,boondall,4034
6768801,mark,li,erskine park,2759
2705570,robert,jackel,tara,4421
3771420,edward,gomes,sherwood,4075
2574510,haigouhi,boyle,garah,2405
2395167,dell,bowen,croydon,3136
3229891,mercy,kaukenas,ravenswood,7250
5851335,elenitsa,todd,wagin,6315
3623116,cathy,fountain,caboolture,4510
739540,john,langfeldt,annandale,4814
1001686,lena,pack,glen huon,7109
739543,gillian,coombes,higgins,2615
4278492,joyce,karim,kuraby,4112
6113506,guan,livingston,razorback,2571
6899939,john,mcmaster,pheasant creek,3757
1001700,cathy,bedford,valdora,4561
739561,paul,bolin,caloundra,4551
