recid,givenname,surname,suburb,postcode
3960247,irvine,angelovidh,wandana heights,3216
3583850,ronta,mathews,brighton,3186
2158790,themis,williams,sunbury,34z9
3591764,tanya,milliner,reedy dreek,4228
4706111,ten,semionov,wororigary,4213
4756880,vicki,hosdon,bondi beach,2028
1186995,greg,magee,moone ponds,3039
2313275,siril,crump,burwood,3125
2012189,daniel,au,endeavuor hills,3802
4833714,nerissa,murphie,edgeworth,228s
2090088,meredith,bates,yzmanto,4305
6656771,mario,tevelen,kinlca beach,4703
3474315,michaeo,king,mernda,3754
4660747,malcolm,keane,blakeview,511q
6330614,peggt,farrell,raymonds hill,4305
4175648,julia,blancb,griffith,2680
750731,christopher,bolgeah,marayong,2148
4026234,fiona,villanieva,carramar,2163
6831044,terenc,ling,hawthorn,3122
3501246,michael,crowley,frenxhs forest,2086
5439380,mavis,lawosn,willetton,6155
819817,enzo,hamad,earlwopd,2206
3611750,douglas,pitkun,brassall,4305
2825456,roger,bohrimger,springfield,2250
536379,joan,herodl,marrara,0812
1258573,gay,chen,balmain,2048
4238500,l0uma,robertson,numurkah,3636
2674459,edward,chen,kogarab,2217
5521259,leslie,norris,hanwood,268o
760685,badrul,pace,bardwell park,22o7
3875548,graeme,sutherland,sald,3850
1656177,cornelia,pilcher,bentigo,3550
4387428,pino,worie,molendinar,4214
2092613,roderick,blakk,shelley,6148
317187,alison,nehmy,royst0n park,5070
350724,robert,tyquin,holland park,41z1
4109754,mark,o'niell,klenmore park,2745
1710831,hla,murphy,candelo,2550
2131840,yvetye,reid,hillman,6168
5474272,noel,tatcher,carine,6020
3284570,vare,crooke,temora,2626
3631171,mary,pettitt,budwrim,4556
1976244,gary,pratt,buderum,4556
6482299,richard,scully,mulgrave eazt,3170
3547070,mav:s,kirkman,slacks creek,4127
6155559,ian,lonergan,macgmregor,2615
955668,temnille,bell,avondale heights,3034
5326762,susan,osmonad,lake illanarra,2528
2154352,erlinda,ubbard,campania,7026
1517677,helen,payard,airville,48o7
3855469,simon,bruyniud,sherwood,4075
366583,william,sawyer,cessnock,2324
3850326,ian,bea5ley,pirron yallock,3249
3817579,susana,ngo,st albans,30z1
2301094,justjn,bhajanjit,glenwood,2768
2571513,mariyn,tan,harris park,2150
368115,paul,gilhert,st georges,5064
2018290,david,connor,mount gravatt,412z
6028501,carjel,butler,glengowrie,5044
1728206,michael,gibson,eklinton,2795
5919994,lynnette,hostkin,hampton park,3976
6741499,jodie,boycl,clifton hill,3068
1199970,heather,clune,namb0ur,4560
882570,chun,will,south yarra,3141
737098,fatbi,gale,oakhurst,2761
4616744,vicki,liddell,greenfields,621o
5210983,meegan,anderson,hampton,4350
4299015,bernice,chep:l,wembley,6014
258529,alan,coxhead,dnham,6537
3973523,mark,neivandt,ocean grove,3296
1445494,eileen,fisher,jamboree heights,4076
6140815,denise,wilson,ch:pping norton,2170
6780863,giuzeppa,kirk,kilsyth,3137
6245254,george,arthur,romain,7320
1319188,rob:n,hill,kirrawee,2232
298096,jenjifer,mason,kewdale,6105
5510605,christine,o'reilly,south melbrourne,3205
4388737,gillkan,hard,glenhaven,2156
4478250,zame,bateson,paddington,2021
6018603,mar'la,stranieri,preston west,3072
1525363,janet,bonnell,oddles creek,3139
4357029,helen,shenff,peakhurst,2210
3602862,catherine,bolton,carrum,31q7
6289548,michael,wizky,lugarno,2210
6431378,bridget,tahija,girrawheen,606q
5564352,malcolm,ladely,jabiru,o886
3442185,ren,tsourps,panania,2213
265002,peter,forcl,gillieston heights,2321
6115075,kenneht,deguet,bakers creek,4740
2984914,irene,bloom,middle cove,2568
3734516,willidam,krauze,mount waverley,3149
4597413,craig,parbs,mu5ray bridge,5253
942293,david,cklemola,upper mount gravatt,4122
5991509,davina,ckerr,burrell creek,2429
792397,eileemn,hawkins,penrith,2750
2493119,rodney,croake,winddyer,2850
1066793,annette,evanw,narangba,4504
3424930,irenoe,williams,roseworthy,5371
742562,jeanz,pibbin,gooseberry hill,6076
2619969,margaret,harckin,keysborough,3173
1596725,lesley,trantino,elwood,318q
2673384,daphne,nudtman,mansfield,3724
5261732,judidh,overs,dingley village,3172
2268090,vanessa,coes,leopold,3224
2791383,michajl,small,aroona,4551
2146339,marv,garrett,mornington,3931
4948318,soonnam,saunders,oy5ter bay,2225
3785263,mark,watterson,o'connsll,2795
3939688,raymond,villegas,malsk,0812
4207685,ronald,mills,buderim,4s56
2880230,mark,brunker,collaroy,20g7
5937253,robert,davies,cubaling,6311
500259,heather,sarqa,west pymble,2073
3208690,ian,wundersitz,glenhcoe,5291
3212404,kumi,walters,north prerth,6006
1244530,linda,chamings,trarajgon,3844
5084294,sarah,kim,eppink,2121
1728406,josuha,trevaskis,shepparton,3630
2082603,elisabeth,tarrant,belrose,2085
6043861,clarice,walmsley,evans gead,2473
6739825,eva,lamb,chinchilla,4403
4203996,glenn,nield,mankalo,5602
3750692,emma,kerr,birkdlae,4159
5241461,katle,nash,ballarat,3350
1045151,james,baxter,macgregor,2611
384172,anri,chen,arncliffe,2205
4237332,donald,sahuerwald,st kilda,3182
2225615,charles,camilleri,klenroy,3046
1767071,christine,mercuri,lal0r,3075
567471,john,reidy-crofts,high wycoabe,6057
5902651,jeanne,graves,kilzyth,3137
4842618,eva,fisher,goondiwindi,439o
6183653,rajalakshmi,d'cruz,camberwell,3123
6164580,beatice,kellaway,woodroffe,0830
4589727,sarah,martin,belrose,208s
637372,susan,seymoyr,corowa,2646
6108127,xiao,golin,roseville,2069
5762935,stephen,xu,gotrdon,2072
3906702,jason,resd,bunbury east,6230
2871723,juihsi,jessop,bundoora,3583
1460870,andtea,doody,camberwell,3124
1966003,janie,leahinan,chillingham,2484
6151539,pamela,cohtin,mount gambier,5290
3106980,gerry,thomson,exeter,5012
4751828,lei9h,kemsley,san remo,2262
5822549,ronald,rushton,croner,2099
2879110,marilyn,beckngham,windsor south,2756
5235933,marck,lyons,moggill,4070
6225389,noelene,ruzh,avonsleigh,3782
2007009,lynette,kabasawa,carine,6029
6637931,ariyakumar,kelly,wallaroo,55s6
5115032,vincent,mannall,ainslie,2652
4991162,ricyhard,plati,kelmscott,6111
130048,patricia,martin,brighton east,3|87
2177198,siegfried,carter,cambahidge gardens,2747
4269089,thora,spink,kyal>ram,3620
2441471,pol,parker,bentleigh east,3165
3849731,sanjay,ognenovski,barrac kheights,2528
6643801,diane,gombos,bribie usland,4507
2590475,kathryn,jones,erina,225o
2955805,joy,li,meadovvbank,2114
3934382,margarwt,woods,bowral,2576
3396475,shirley,vur,belvedere estate,4860
5680560,susacn,yamauchi,toowong,4066
3129380,kefen,atkinson,hawley,7307
896719,marie,fixer,caboolture,4510
1975881,traci,ng,canterbury,3126
1170036,tamine,gonzalez,cjayton,3168
6085004,sik,haywadr,port willunga,5173
3136947,frederick,bron,quakers hill,2763
6917231,vee,williams,runkorn,4113
2849038,geralt,atkins,aberfoyle park,5159
5095941,nabil,reaf,christie downs,5164
4101826,sara,vider,casino,2470
1929777,michael,rufnal<,torrensville,5031
235756,kazuko,grivin,pearcedale,3912
2607493,tony,patrick,essendon,30q0
3962278,briagn,body,kings park,2148
1509931,isabql,sheehan,westcourt,4870
1407476,ludwig,cranny,pindimar,232q
15132,anthony,molina,sd clair,2759
2492688,peter,pride,liberty krove,2138
3263094,graeme,capper,jerrabomberra,2610
1916088,leonie,jacobs,tyledn,3444
871330,john,born,helidon,4343
4689150,soan,nguyen,alexandria,2015
252834,brvce,arnold,cambridge hills,2287
6726818,scott,hooper,condell park,220o
758519,michelle,lillevman,forrestfield,6058
85790,patricia,meredith,north engadone,2233
1826334,etta,driscoll,nailsw0rth,5083
6420310,joseph,blatchford,beveahley park,2217
2976014,lisa,hoogenkamp,willett0n,6155
5256382,maahtin,wood,balgowlah,2093
6804694,steven,viockery,hinchinbrook,2168
754927,melinda,lewist,rivervale,6103
4586907,james,solwak,wagga wagga,2650
728380,stepnen,boldyrev,modbury north,5092
6148694,kerry,dickson,gisborne,3q37
765062,jayne,hall,corider,2906
5917982,cham,hawthorne,waitara,2079
4084733,barbara,rothnie,east cannington,6l07
3513836,roseanje,gjerek,ashmore,4214
5340601,maureen,johns,br0mpton,5007
6367091,alexander,hertzlgr,stoneville,6081
738038,robyn,turenr,brompton,5007
4658081,sharon,ecsiong,torrensville,5031
2442966,margaret,how,sculin,2614
1051691,robert,luke,ben0wa,4217
2550427,sylv8a,nascimben,wentworthville,2145
443979,alexia,elkazzi,glenori,2157
4900864,jogn,dare,bethania,4205
6180649,truong,graam,kogarah,2217
4479383,lina,sheridan,northmead,2150
2269708,alan,jason,calamvale,41|6
736452,robyn,billett,eslc,4312
3664874,anna,mcd0nald,kenwick,6107
6512952,lynette,o'byrne,babjnda,4861
5608305,peter,brooks,baroova,3644
2069547,robert,moffat,quakers hill,2762
228753,pamela,swayn,evadt,2617
4917474,paul,van schooten,lanton,4501
5635281,meryll,riley,sprin9wood,2777
3160052,sandra,mcneilly,doowoomba,4350
4872180,birgid,vickery,bellambi,2518
5491891,richard,greene,mount waverley,3148
3708982,alike,chamberlain,furner,5280
560693,philkip,may,cleveland,4163
1968889,tony,welch,cabloolture,4510
2400615,fera,keomanigont,redbank plains,4301
6152831,robyn,guest,redcliffe,4027
2545901,graeme,beutel,hodgson vale,435z
4540739,theo,phabmixay,fairfield west,216s
2480724,noreen,moore,goulbvrn,2580
2514432,paufine,kropinyeri,murray bridge,5253
6192194,marck,atkins,byron bay,2481
2914239,wayne,o'leary,jamestown,5490
4005423,monica,newan,holland park west,4121
6007736,anglea,seidel,melton,3337
721193,robyri,corso,harvey,6220
4594284,helena,lade,sanktuary point,2540
2714182,ronald,galstaun,blackett,2780
34475,florence,keiman,middle park,4074
6327409,helen,sell,hotl,2615
5879492,mary,hvala,epping,3016
2974113,joyce,whillance,stale,3850
5087703,jennifeah,ervine,emerald,4720
2166690,denns,cooper,cooke plains,5261
2888522,fiona,mccoy,karratha,6710
6634449,raymond,gibson,petrie,4508
5658419,ping,barrett,regent,3079
316961,colleen,lu,strathfield,2155
1618708,quentin,ramirwz,tuart hill,6060
1437476,peter,easv,lilyfield,2040
6822359,paula,cooper,yarrawonga,3732
2930105,nancy,barrett,wodonga,369o
1340647,catherine,ball,st kilda,3185
2423499,dragomir,iap,cherrybrook,2126
3304847,paul,cornsih,stuart park,0820
3030267,michiko,katto,wollongong,2500
5906073,robert,skelseyv,elwood,3184
387420,coori,fosher,derby,6728
10308,julied,bernabei,leichhardt,2040
5184242,yeh,beer,longjetty,2261
1529011,cameron,pan,belrnore,2192
5452246,kerryk,florimo,balcolyn,2264
2370336,majida,finfh,bermagui,2546
543788,john,richadrs,wilton,2571
3084377,stephen,oakey,mount laley,6050
5719617,thomas,justice,singleton,233o
6875507,estelle,ronald,malvem,3144
6125843,waise,kelly,subiwco,6008
6397356,valere,emsby,ballina,2478
3545696,beryl,mcrae,goodns,4300
3198434,leanne,kostka,woorim,45o7
5812817,deborah,stanfield,toowoomba,43s0
3252674,fhristopher,lloyd,dulwich hill,2203
3815815,laxma,power,narraubndah,2604
3183851,henrt,harbour,pinbarren,4568
3306997,mildred,o'regan,warranwud,3134
3251201,valda,muca,trott park,5158
5753370,valerie,huxkey,newmarket,4051
6672213,adrina,whistler,wangaratta forward,3678
5021852,michael,illiams,claremont,7011
1804345,janice,blanch,richmond,27s3
6246989,rex,browne,everton park,40s3
3136011,bruce,kemsley,clarenza,2440
3625329,kohsaku,caldis,hawthofn east,3123
1751261,joyce,varapodio,mooroopna,3679
1101575,sarab,kearns,victor harbor,5211
6199018,louija,clough,ironbark,3550
1025121,ivan,blencowe,balmoral,34o7
4112837,anida,gill,box hill north,3129
1414808,j0yce,field,annandale,4814
812790,mark,andary,balwyn north,3174
2185347,sandra,freemari,koroit,3282
4857114,graham,sansalone,marion,6020
3944787,aldel,kuchel,athelstone,5076
5698317,marjorie,denneu,wembley downs,6019
6402525,artur0,hayman-warrimer,gymea,2227
387658,roman,gorton,strathmore,3041
1925752,robert,hardi,barrack point,2528
2786858,susan,clayton,keperra,405q
1803087,teena,molloy,seaford,3191
4742544,rosemary,raethe4,whyalla,5600
2284615,drevor,smith,oxley island,2430
2233225,stephen,pavlovski,mulwala,2647
6149573,paula,brannigan,edge hill,4879
1820747,geraldine,strathajrn,mildura,3500
1120297,fai,lord,newt0n,5074
4351475,am7,bujewicz,wetherill park,2164
4192208,sarah,williams,strathfield,213s
1266124,foon,brloks,beaumaris,3193
5826402,trang,folbigg,warenrs bay,2282
6554899,mar9na,barriere,mosman,2088
5963051,wayne,richardston,kellyville,2155
6907144,brenda,andrews,adamdtown heights,2289
3510195,johm,carpenter,slade point,4740
3262548,graeme,shepherd,nagambie,36o8
667673,francis,walker,artaromn,2064
2278436,steven,messerby,edmonton,4869
6894419,lyn,maher,south varra,3141
554777,thi,frith,mona vale,2|03
1189263,darshikka,collison,woobdine,2560
6365242,nerisa,cumming,heybridge,7316
4286130,mary,mitchell,mulgrave east,3173
3986090,michelle,russell,bejdigo,3550
6009170,stefen,daly,fairfield,3078
3380661,geoffrey,apthorp,chapel hill,4064
994932,susanne,jardine,alexandra hills,q161
1683264,amancla,macgowan,karratha,6714
6573402,robtn,fanciulli,perth,6000
3291533,neville,walle5,wedgefield,6721
6269171,lourdes,edwards,waucohpe,2446
3022398,ernest,hammoncl,stirling,2611
1511926,stephen,wilson,elermore vale,2237
985317,laurel,huang,box hlll,3128
5094304,irene,jacquot,st lcilda,3182
1501074,john,glekis,botanv,2019
4757245,elijabeth,harvey,woolgoolga,2456
2207698,ibrahim,moon,fisber,2611
3784772,kevin,mcgill,innisfail,4868
6746369,nil,every,rose bay,2029
853952,christ:ne,michelle,mount eliza,3930
3425693,dafid,mccormick,downer,2602
6694621,cheryl,greg9,hampton,3188
854100,ellenore,clarke,bundabegr,4670
4881648,raymoand,rice,prospect,7250
2849194,ivor,ross,gertoa,2534
5227602,sanclra,burkitt,bungonia,2580
2237390,marista,irvine,isle of capri,4217
3839968,matthew,taylor,kingswoo,2747
1590509,gregory,oxenjam,forest lake,4078
6794533,feljx,nash,altona meadows,3028
4065194,barbara,hamilton,auburn,214q
3721128,stephen,amato,kardinya,6l63
3878755,ronald,oldenborg,inals,4077
3488519,joan,alexnder,wangaratta,3677
765493,michael,wembridge,wentwortb,2648
3055723,jennifer,nguyen,marrickville,2202
6090368,bettv,howard,dingley village,3172
2961277,peter,rawady,yarrambta,3091
2310632,geoffrev,smith,williamstown,3016
5904018,kavin,pratt,the gap,4061
2009423,pat,eastmzn,reynella,5161
2464195,patricia,mulcahy,leeminh,6149
5737917,adele,sadleir,engaine,2233
3997560,annette,smity,mount gambier,5290
5079898,oussama,beernink,hallett cobe,5158
6131635,mark,earisxon,mermaid beach,4218
3826382,ki,scott,richmond,3126
2185401,margaret,haliman,komo,6152
1540754,gilbert,dalasi,alfred cove,6154
4169301,frieda,leitc,runaway bay,4216
1466718,ana,melville,lurnea,2130
2380133,joy,devonshire,toowpomba,4350
337947,una,mellross,point lonsdale,322s
5438721,marie,mackay,tonald,3480
823962,zhi,gibson,swan hill,358s
5714145,valeria,goss,hamlyn derrace,2263
3792714,olivia,lokkyer,merriwa,6030
2083043,chonbu,dallmule,brighton south,5048
1884050,sussn,riddell,prospect,5082
2067086,bryan,fidorin,virginia,5120
2920313,nga,lau,ashfielr,2131
897436,linda,galpin,alice sptings,0870
4980065,judigh,griffith,mount colah,2079
5120161,alfredo,leonard,wyndham vale,3020
2523056,janne,rnccarthy,bellingen,2454
3064476,allan,kim,epping,2128
4309020,anneli,kursumlija,renown park,50o8
3573509,jaroslav,bertrand,south yatra,3141
6431709,damien,aforozis,virginia,51z0
4257292,janine,moss,mount claremonr,6010
4060394,ans,gilbert,kingswood,2747
4017297,kylie,fuller,lutana,70o9
5723558,frecla,smith,edwardstown,5039
6372126,hristina,tischler,hamlyn heighst,3215
2305129,joanne,baker,lane csove,2066
1005239,isabella,crawford,stefton,2162
2801715,ann,rundle,everard park,5035
2148507,chrij,price,mayfield west,2304
3355394,gerhard,eames,lawrence,246o
4229833,tiane,cornish,collinsvale,7012
2766440,vivienne,burke,bathurst,27q5
2264776,paul,black,coorparoo,4158
4611745,veronika,poon,north melbourne,30s1
223531,geratd,alcock,greenwood,6024
3769581,stella,milewic,claremont,7011
2482990,suzanne,tran,cabrama6ta,2166
6006076,wayne,hingston,kensingron,2033
2566268,joseph,roach,south wentwopthville,2145
6091088,makcolm,noack,truro,5356
400772,terenke,favretto,mitchell park,5043
2324036,lesoey,floate,fingal,3939
4514335,coledte,hobbs,collaroy,2097
3559220,belinda,helmers,heidelberg west,3084
6366952,jin,porter,carindale,4552
4530790,sriyahi,lennon,yarram,3971
4428005,jeffrey,pelecanos,tooong,4066
2844752,karen,clarke,beechmont,42|1
5657324,nelliei,de bavay,sandy bay,7006
3990596,paul,anns,thornlie,6105
2512548,jas0n,williams,rosetta,7010
1247784,andrew,hanson,glasdtone,4680
2199173,shella,corica,home hill,4806
5009711,valerie,paterzon,noble park north,3174
1502474,valerie,adams,moree,24o0
2593468,karmen,green,newmarket,4051
5348195,jean,gardener,lower plenty,30g3
2602676,angela,ricards,ballina,2478
2397522,betzy,brown,five dock,2046
1335566,bronwyn,howard,norlane,3212
304688,liliana,cihlds,lake cargelligo,2672
119362,thoma,ellis,cobar,2835
5705911,paul,davis,mooloolaba,4551
2791001,my,matthews,mount wavegrley,3149
4692993,anntte,hughes,ardrossan,5571
2462210,theresa,sauly,baulkham hills,2153
3716462,ariv,drinkwater,thora,2454
4534575,louiste,skinner,victor harbor,5211
3879025,terrence,le page,cheltenham,319z
5490240,emalatha,hampson,bundaberg,4670
2614548,beverly,burke,frankston,3192
5446526,graht,grant,katoomba,2780
4117384,peter,white,hurstvile grove,2220
2712454,bwrbara,bregonis,hillsdale,2036
3315816,dou9las,klor,glendenning,2761
3852211,alan,mccumstie,derby,6718
1780240,clare,vinsent,urunga,2455
5759105,johanna,gifford,murrumbeena,3153
118426,mandy,wiggins,ckempsey,2440
12887,christopher,butterick,park orchards,31|4
2786141,william,luu,croydon,3|36
1797989,ming,plunkett,south gafton,2460
4805765,lynje,aston,west hobart,7000
386158,donsld,gobrota,somerville,3912
530310,stephen,standley,lane cove,2065
1669504,mavis,hoogendoorn,churchill,3812
3448455,cau,jolera,rosedale,3847
1202258,john,mcdonagh,gosnel1s,6110
3948114,geoffrev,bond,dimboola,3414
6333061,prian,nowak,alice springs,0870
2327487,angela,richmond,north melbourne,3081
1391735,andrew,johnson,lakes emtrance,3909
4970660,michael,palumbo,yorm,6302
6601398,stephen,boyd,st lilda,3182
4976095,christine,bogina,bundoora,3085
4404791,rachel,davis,o'conn0r,2602
4704535,macgnus,nelson,taree,2430
6433410,carolyn,smitb,wesburn,3799
5197443,dina,martines,fairfield heights,2165
5601817,youssef,samyel,springvale,3171
525826,irene,campbell,glenmoahe park,2745
6336582,john,clifford,maidst0ne,3012
5339701,ian,bron,tamworth,2340
5899992,dina,burnham,wootgon,2423
5626586,kenneth,bruders,woclonga,3690
3637147,joanne,mooneuy,sippy downs,4556
1358486,sivakumar,smith,cawdr,2570
4498024,donna,hamilton,newcaztle,2300
3938647,josie,crow,morphett vale,5162
2612928,sthou,mccarthy,albany creek,4035
754037,anita,smale,doncastee,3108
2598172,l'lsa,wittwer,karoonda,5307
2423329,mai,wakdham,north richmond,2754
5765471,margaret,anderson,dapto,2570
5447196,rubin,stojankovic,wahroonga,2076
9854,nam,jarman,ballina east,2q78
5447697,kylie,samargis,fawjner,3060
5986746,hilar8e,stevens,warnbro,6169
1699832,maria,lowety,sale,3850
6379339,pamela,spong,austin5 ferry,7011
4637710,ping,mcevvan,camp hill,4152
6607423,catherine,burnett,mud9ee,2850
3949526,kennetb,mcgowan,merimbula,2548
3923815,roger,fedorowicz,st kiida,3182
2903494,nozomi,knight,swan viw,6056
6449557,dawn,knapp,beervvah,4519
5353312,margherita,carter,seaton,5025
5110661,fay,woodall,longfoahd,3851
6488821,jodie,evans,deloraine,730q
5886563,christina,mills,newcoml>,3219
645639,robert,humphreys,bujdaberg,4670
2389927,jennirer,fouyaxis,west beach,5024
2706059,michael,duroux,pittstworth,4356
2268467,mary,di vincenzo,essenton,3040
6912653,eva,lipovic,attle grove,2173
2549847,yan,andrews,murwillumba,2484
5867640,delo,pabon,wollongong,2500
6086493,arpn,alam,lakemba,2195
5678884,le0nard,james,killara,2071
6492135,mark,walter,spa|ding,6530
155221,alwn,zdraveski,footscray west,3012
2547141,gre9,kirby,orchard hills,2748
3462458,simone,coates,toowong,q066
4879506,johkn,phung,braybrook,3019
1898712,mariz,cook,mullaloo,6027
3332766,gloria,dutton,wallacia,274s
6348609,andhony,giles,golden hill,6333
5180349,patricia,murray,richmond,3129
2487227,john,prior,toodyay,6s66
6343617,mervyn,monahan,cromrr,2099
1651677,michelle,weppneah,kapunda,5373
1105432,kerrie,cullen,miepll,3666
4342299,nicholas,moomey,gracemere,4702
3157735,paul,mani,diamond creek,308g
727259,glenn,foster,mount waverlei,3149
3806110,john,gallagehr,bendigo,3550
618712,colin,cools,blaxlancl,2774
3208412,michele,sharp,murrumbeena,3173
3850588,jason,pilkher,tweed heads south,2486
5045119,philiip,balaam,kallangur,4503
6217451,jum,foote,eltham,3095
5154575,toni,waldron,blackburn,3130
1250737,victor,kamgouris,brighton-le-sands,2216
521686,catherine,lef,carlingford,2118
1083722,craig,slattery,clace,5453
4865917,frankes,bowley,blyth,5462
5811448,john,co0k,lismore south,2480
4916504,mary,batistini,richmond,31z1
976288,ronald,owens,porepunkah,37q0
1024187,sharn,byrne,beaumaris,3193
5695395,robert,o'donnell,mckinnon,3208
3227455,zixit,spinney,allambie heights,2100
4438338,takread,camerlengo,hectorville,5073
3591387,mariana,henru,mulgrave east,3170
2060687,janice,tempone,kamberwell,3124
1829083,tania,jyamal,south perth,6151
230776,peter,kuchel,kanifa,3419
2256172,john,barlow,menai,223q
1856377,li,dale,crem0rne,2090
4593017,stwphen,phung,eastwood,2122
2823403,ruih,tschumy,indooroopilly,4068
6867781,lorna,paterson,bayswater,6083
3405193,vithleem,beyleryasn,lane cove,2066
738489,suhsien,boundy,lesmudrie,6076
2716291,julian,viglino,canterbury,21q3
1286508,rosalie,hanmore,kels,4815
1269577,loreta,de carvalho,frenchs forest,2086
174973,stephen,labarn,collingwood park,4351
1233792,adrienne,bradstreet,pukcapunyal,3662
2152275,barbaar,scott,hornsby,2077
4945113,helen,bugg,devonpcrt,7310
1498739,frederick,kito,the vines,6066
1725705,geoffey,thomson,coffs harbour,2450
6778221,gwendoline,huyrih,fairfield,2165
4974412,helen,dickinson,pottsville beach,2419
6165378,michael,seeri,meekatharra,6642
697277,cecil,camepron,seven hills,2147
3315473,robert,fulleah,kensington,3031
5164359,raylene,hiurston,bilyana,4854
682920,mary,wundlce,brighton,5048
1100238,enrique,sabatino,perlh,6000
2071091,stuart,elsanas,guildford,216l
5352000,david,swallow,nqmbour,4560
218195,nigrl,murrell,casterton,3311
588264,alberjte,meyer,clare,5453
105927,bradley,stephens,gawjer,5118
4444978,ian,colquhoum,tom price,6751
2175420,alan,stokes,wondhella,6530
6451181,geofrey,maxwell,dapto,2530
997702,helen,yammosni,glenroy,3046
4525489,niki,thore,huonville,7109
4306720,fav,walker,ringwood north,3134
5261851,andrea,wyrwich,rochedale south,41z3
3541643,danielle,reid,cessnock,232s
3054712,albert,haruey,thorneside,4158
1953720,dorothy,bell,kardinya,6|63
4880739,mary,wilspn,koongamia,6056
3193883,robert,keinoud,hornsby,2073
4192155,lawrenke,rogers,o'sullivan beach,5166
5541282,rojyr,newbery,hurstville,2220
1146546,waynd,talevska,bankstown,2200
6284847,edward,barlow,carlingvord,2118
3760308,brendon,hoise,donald,3480
4587492,emil,craperi,wunjunga,4806
5763706,bruce,griffiths,boyanup,6235
2608404,brian,wollschlager,deagin,4017
2842549,victon,mcculloch,gosnells,6110
591940,jam8l,knight,tallangatta,3700
1202870,dorothv,cruise,eden,2551
5866641,jihg,sheppard,lower templestowe,3107
4257045,frederick,hudsn,baulkham hills,2153
4690583,dianne,wezton,newstead,4006
4415965,eli2abeth,chawshin,fairfield,2165
3433370,simon,harper,tinana,4653
5748322,linda,west,cape paterson,39g5
3918323,viktoria,hollyman,burpengary,4505
3895561,sally,alder,murwi|lumbah,2484
2411126,loui5e,gligoroski,tuart hill,6060
4648443,janewt,penfold,ashgrove,4060
3617256,ingr'ld,my,croydon,3136
4609083,alita,kenny,chel5enham,3192
6898522,gweneth,clifford,etgecliff,2027
3776721,michael,crosby,cyrrimundi,4551
84541,jujie,tamhane,ashfield,2131
5314772,malcolm,pfeiffer,morphett vale,516z
422552,bruce,herblert,albury,2640
2740398,ronald,somerville,kergunywh,3691
6055848,gordon,nguyen,parafield gardens,5507
3413541,theodeore,cross,grovedale,3216
6554529,gayle,mazik,mitchell park,5048
6059314,henry,walmsley,snembo,2621
1925114,lett:ce,garmendia,traralgon,3844
3344433,pattiann,moran,penrith,2751
1932185,heath,kelly,wooloowin,4035
3404253,alan,beennan,tumut,2720
662200,christine,keen,mount koriac,3240
5217550,margaret,smith,albany creek,403s
4894022,annette,henderson,hawtohrne,4171
5836172,patrick,quinn,the entrance,226l
2030204,colleen,thomas,mutjimba,4564
750358,paul,tamin,fairy meadow,2519
2250191,domenika,hall,woody point,4019
594523,peter,olden,korumburra,3951
4250558,melussa,williams,newtown,2042
3817934,hiltda,steedman,ballajura,6066
5126601,dianne,michalzik,kelmsoctt,6111
2646245,sharon,stladek,parkes,2870
67477,annette,carpenter,mansfieldq,3724
80487,peter,nax,charlestown,2290
3992572,shirley,goodwin,toowo0mba,4350
3770389,georgina,sheppard,wynnum webst,4178
231059,stephen,syke5,gooseberry hill,6076
6249006,maria,spelman,rozelle,2039
5658812,patricia,seeney,eschol park,2s58
1012397,marilyn,bonnici,mona fale,2103
2317126,amgelo,jadach,helensvale,4210
280400,kathleen,pac,heidelberg,3084
3400438,dorothy,bll,fannie bay,0820
244817,elke,robinson,kurri kurri,2337
1271899,zhi,clark,spearwood,6168
2979862,hasria,wheatley,aspley,4034
353905,john,wig9,risdon vale,7016
4418815,maud,leonard,arana hikls,4054
638381,sidney,grofes,gympie,4570
5707907,ann,kalitsi,st petesr,2044
3395940,beverley,chapuan,bassendean,6054
6194934,gary,rallings,port hack:ng,2229
1222317,amaro,whitty,south yarra,3101
2773966,mathew,doubleday,noarnda,6062
6572655,anita,gosling,belmont,3212
6900727,merle,briwn,farmborough heights,2526
2910668,marlene,solomons,lakemba,2190
5887753,melissa,hodgkiss,moorooka,41o5
5081156,leanne,bates,o'maoley,2606
6180201,jessil<a,garland,benowa,4217
6879770,zorari,zukas,lambton north,2299
3021863,hihg,ruff,eastwood,2122
2490394,jennifer,aylett,higgins,261s
6035045,allan,martpn,sans souci,2219
2045144,tin,web5ter,yass,2582
4141401,mag,coughlin,doncaster east,3109
5213992,judith,brooke,toorb8l,4510
698683,kmi,graham,toorak,3142
2521565,joyce,cking,dromana,3936
3799613,joanne,fearne,langwarrin,3914
6568148,lucinca,burke,montmorency,3094
4123258,arthur,unter,mitchell park,5043
4938650,sandra,lufas,prahran,3181
3228098,suaan,downes,glen waverley,3150
1507276,repx,pearse,clare,5453
1198134,lynette,martain,annzndale,2038
4077561,doreen,hennessy,narw3e,2209
1688748,joanne,pogu,mooroopna,3629
2404640,leonie,harris,seasprav,3851
2214179,wayne,ribcak,bel1 park,3215
2526693,waahren,collins,mortdale,2223
4382950,wayne,mckenna,wudridge,4114
720512,jennifer,seach,norrnanhurst,2076
1299650,stanley,mainke,makquarie fields,2564
1377568,m3lissa,meehan,mount druitt,2770
1374200,daniele,pini,proserpine,480o
5358106,nili,chan,riverwood,2217
