recid,givenname,surname,suburb,pc
3874256,anna,ong,railway estate,4810
3874258,michael,oshba,seaforth,2092
6364632,david,trigg,kangaroo flat,3555
6888931,kathy,bellingham,morley,6062
859624,alan,liddle,clontarf,4019
5053929,maria,kenney,terrigal,2260
3481068,robert,galvin,mayfield,2304
6757880,harvey,ennis,moonee ponds,3039
2039294,michelle,mead,safety beach,3936
2039301,graham,spronk,woodcroft,5162
6757894,wolfgang,mccarthy,torquay,3228
1650605,peter,dennis,toowoomba,4350
6102547,jacqui,lipscombe,wollongong,2500
5053981,mavis,pereira,campsie,2194
5604614,karen,sims,belmont north,2280
4267561,nikola,bromley,sherwood,4075
5316146,tamara,bates,wy yung,3875
2301494,annemaree,wills,willaston,5118
5709367,ringi,gulliver,dudley,2290
1252920,ruth,davies,emerald beach,2456
2432583,domenico,laverick,cessnock,2325
6495818,sabina,bhat,mount colah,2079
3612238,xinjian,golinski,woonona,2517
1777236,edna,hickmott,caroline springs,3023
2458897,natalie,brown,hazelbrook,2779
1777256,paul,wing,katherine,0850
3481193,margaret,parker,high wycombe,6057
2432641,helen,webb,maroubra,2035
5316226,elena,rowe,springvale,3171
204422,sam,frawley,glen iris,3146
4267660,terence,hurrey,coonamble,2829
6495888,margaret,heywood,norwood,7250
3612312,craig,antoniou,northcote,3070
3350169,michelle,park,camberwell,3124
597660,patricia,jardine,oxford park,4053
6889117,mary,nudd,brooklyn,2083
2563748,adrian,shaw,hamilton hill,6163
6889130,sandra,gabriel,doveton,3177
5054127,generoso,cooper,yagoona,2199
3743411,kelly,hall,deagon,4017
2432695,graham,spary,belrose,2085
4708980,steven,ngo,canley heights,2166
4529851,linda,mifsud,st albans,3021
3481282,natalia,quilla,waterloo,2017
3088077,steven,parker,st james,6102
2957020,rhonda,sherriff,davoren park,5113
2957021,marisa,brown,keilor downs,3038
4660963,helen,clements,hamilton south,2303
6889192,robert,robins,dapto,2530
1384169,christopher,portelli,glenroy,3046
1777389,matthew,ambesi,richmond,2753
1515250,shayne,komilioni,thomastown,3074
3874552,silke,beirne,shepparton,3630
3219194,peter,russell,doonan,4562
1515261,miles,roenfeldt,nuriootpa,5355
1515276,shelia,cooke,epping,2121
5971725,frank,fielder,wagga wagga,2650
5578520,john,anderson,marsden,4132
1515290,stanley,thacker,north fremantle,6159
2039579,maria,cheng,allawah,2218
1777436,illona,rutter,glenelg,5045
3743521,geraldine,eldred,meeniyan,3956
6233903,marion,phelps,rouse hill,2155
5316408,allan,trost,kelso,2795
3088186,david,su,campsie,2194
335686,theresa,allan,shellharbour,2529
2170697,britt,bazely,parmelia,6167
1908555,gerard,thompson,cremorne,2090
6365012,wing,amadieu,broome,6725
5971798,young,awad,st johns park,2176
5578583,cheryl,barakat,hurlstone park,2193
4661082,kylieann,hardwicke,randwick,2031
1752622,christine,conran,ballimore,2830
3350365,paul,condilis,glenroy,3046
1777515,philip,faull,glenroy,3046
1384305,patricia,vartuli,bossley park,2176
6758263,michael,mcqueen,bundamba,4304
1515392,sioned,amess,highett,3190
860033,giselle,gill,unanderra,2526
860046,michael,dawe,blaxland,2774
6234003,geraldine,whitton,fingal bay,2315
4267924,alan,madden,greensborough,3088
335766,ailsa,dillon,seymour,3660
6234008,emma,duffin,point cook,3030
4267931,graham,martin,murray bridge,5253
5578655,kim,radovic,wooloowin,4030
4530091,diane,morgan,mollymook,2539
729021,stuart,simpson,redwood park,5097
6365124,robert,lampard,brighton,3186
6234058,sara,ferrou,collinswood,5081
2957280,neil,russell,newstead,4006
4136930,walter,gilchrist,hurstbridge,3099
2432995,lindsay,arnett,bayview heights,4868
466916,paulette,wood,cloncurry,4824
4687185,rosanna,keller,torquay,4655
3612657,monica,baxter,wahroonga,2076
5840889,linda,mahdavi,parramatta,2150
6496257,christopher,o'halloran,wavell heights,4012
5316612,jonathan,marcon,beulah,3395
3481605,angela,martin,south grafton,2460
2826247,gary,elkington,lapstone,2773
73736,michelle,mcdonald,leichhardt,2040
3088393,geoffery,mccue,east victoria park,6101
73744,dennis,taylor,port macquarie,2444
4005905,ian,tiet,mount waverley,3149
4530194,howard,wall,red cliffs,3496
1515545,patrick,o'donnell,castle hill,2154
5185578,colin,swain,minyama,4575
1384493,consuelo,wos,minchinbury,2770
6627384,john,maluto,subiaco,6008
4399163,vinodini,greaves,morayfield,4506
6758472,lynsey,hudson,towradgi,2518
2039881,anne,spinella,croydon,2132
6889546,mary,atkins,mudgeeraba,4213
5578828,luong,holland,kaniva,3419
5972047,linda,spiridonos,mascot,2020
1515600,anne,baumgarten,bathurst,2795
5447762,rosemarie,o'neill,caloundra west,4551
3219552,maureen,wickham,kitchener,2325
73827,jeffrey,pike,pendle hill,2145
3481705,frank,gardiner,whittlesea,3757
1777775,betty,keily,lara,3212
729201,denise,robbins,fairfield heights,2165
1908851,sara,brown,woolooware,2230
4923508,graeme,davis,steels creek,3775
3350646,judith,lawson,samford village,4520
2564217,rosman,mudge,charnwood,2615
4792444,suzana,tinker,ashfield,2131
5447807,thomas,bannister,ringwood,3134
1253506,merle,findlater,bligh park,2756
2171011,william,thornton,shellharbour,2529
729224,phillip,vidyasagar,mount waverley,3149
5578889,kaye,wynn,scarness,4655
5447824,tania,ford,east cannington,6107
6496406,judith,ranieri,broadview,5083
3481757,damien,bradshaw,rochedale south,4123
5709988,penelope,pitt,pooraka,5095
4792486,sue,childs,rosevale,4340
4137127,kurt,hogan,point clare,2250
5841068,ying,knight,glenmaggie,3858
77853,niki,keatings,gunn,0832
73915,ernest,domico,mount colah,2079
6889660,richard,fitzgerald,rosanna,3084
5447876,john,schilling,glenburn,3717
6103237,robert,mcgrath,blackwater,4717
4530375,leanne,hardy,bald hills,4036
336085,marie,harris,tamworth,2340
4399328,cheryl,walker,concord,2137
3463889,kevin,breasley,tolland,2650
6365416,darren,bogut,mount nelson,7007
5185770,mona,minns,cundletown,2430
3481843,matthew,bailey,jannali,2226
5579009,jarrad,allard,catalina,2536
467205,joy,stockden,ardross,6153
1122567,sally,luton,shannons flat,2630
3875080,jennifer,lockwood,mentone,3194
4006153,julius,connell,carlisle,6101
1646869,george,newble,st kilda,3182
2826518,diana,smith,park ridge,4125
4137239,michael,o'halloran,footscray west,3012
2564381,david,warner,moorebank,2170
3835270,susan,gould,ocean shores,2483
5579085,marcia,tu,endeavour hills,3802
467287,teik,blackadder,panania,2213
2040154,geoffrey,mcinnes,albury north,2640
1646942,robert,hexter,collingwood,3066
4530532,robyn,fischer,spring hill,4000
2171241,fleur,vernon,safety bay,6169
598385,frederick,fridman,coogee,2034
3350903,enid,smith,goulburn,2580
991608,margaret,mccarthy,hawthorne,4171
4530559,janice,grealy,east ryde,2113
1515904,mavis,bartlett,greensborough,3088
3350917,antonios,leonard,richmond,5033
274498,eric,naseby,coutts crossing,2460
6103438,john,dugan,hillarys,6025
6365583,kay,downer,altona north,3025
1122707,peter,webb,mayfield east,2304
5841303,keith,look,waroona,6215
205209,clarence,strong,mitcham,3132
1515930,joseph,skerritt,epping forest,7211
6365597,margaret,lowe,blayney,2799
1647014,dorothy,fishburn,leichhardt,2040
2957741,pamela,short,elwood,3184
3875249,alan,taylor,wamoon,2705
4268469,paul,brown,koumala,4738
755103,geoff,mcmanamny,hampton,3188
3088828,clementina,morgan-jones,waverley,2024
6234567,amalia,mesurier,hornsby heights,2077
5841355,bridgette,higson,liverpool,2170
991692,ronald,trimmer,kenmore,4069
4923853,joanne,stanley,ardross,6153
2564560,elizabeth,mielczarek,blackburn,3130
4792793,merle,tereora,manoora,4870
598511,veronica,vloutis,concord west,2138
5186039,john,kavanagh,laverton south,3028
6758909,elsa,lloyd,toodyay,6566
6413057,steven,bojanowski,robina,4226
6758922,bernard,pascoe,barraba,2347
6890010,carl,mitchell,warnbro,6169
4137502,jan,brown,gootchie,4650
4923942,nerina,henderson,belmont north,2280
1778219,janet,kidd,hawthorn east,3123
5710381,jodie,hall,eastwood,2122
205364,irene,scott,vincent,4814
860726,melinda,hill,noranda,6062
3351102,mary,rodgers,cranbourne south,3977
2564671,doris,ussher,nambucca heads,2448
3744320,maria,o'connell,toowoomba,4350
4006465,bharati,fonseka,noble park,3174
1909318,dianne,pilgram,rowville,3178
1516104,yu,gupta,rydalmere,2116
2433612,david,howell,carnegie,3163
6234702,beverley,jamieson,dareton,2717
3744335,john,tucker,torrens park,5062
4530768,kerry,myers,yatala,4207
4661841,laurence,cain,maryborough,4650
4661851,sharyn,paunovic,tamworth,2340
5579358,alicia,christiansen,browns plains,4118
3088992,judith,gilby,roxby downs,5725
5626640,jean,slade,williamtown,2318
3220068,matthew,dickfos,kia ora,4650
5841509,jeffrey,delahant,bell post hill,3215
3351142,maree,birrer,templestowe,3106
4924012,vicki,young,wodonga west,3690
5186161,phillip,ellis,bairnsdale,3875
4661879,martin,smith,port willunga,5173
2433658,kaylene,tooth,orange,2800
2826875,john,dalzotto,berwick,3806
1778306,kalman,backhouse,mollymook,2539
336529,peter,johnstone,tylden,3444
3220117,barbara,smirnios,eastlakes,2018
205465,patricia,bosman,corio,3214
467611,anne,mundy,woodside,5244
2433696,marie,jones,orange,2800
6050554,claudette,dudley,narooma,2546
5710502,igor,pisani,port pirie,5540
2564776,domingos,adderley,lockleys,5032
2302639,salvatore,foster,broadbeach,4218
4793008,roslyn,mckenzie,warrnambool,3280
2040499,dorothea,laing,tweed heads,2485
3351226,bruce,rees,margate,7054
2171580,peter,moran,ellen grove,4078
4399818,mary,white,ulverstone,7315
4661972,jeanette,scheffer,heathmont,3135
729817,janette,rodgers,nunawading,3131
3482331,james,jones,davoren park,5113
2826973,dorothy,krahmalov,thornleigh,2120
5317349,anita,wu,penshurst,2222
2826986,joao,natarao,melbourne,3000
4006643,patricia,yilmaz,guildford,2161
5448445,luke,ariyaratne,north parramatta,2151
598788,georgia,ritter,jondaryan,4403
1647366,librada,james,caulfield,3162
2302730,marion,hill,lancefield,3435
598801,hazel,dunn,kadina,5554
1123092,brittany,roff,victoria point,4165
3744534,lindsay,eccleston,dalgety,2628
4530967,andrea,freer,andamooka,5722
2564896,georgina,jackson,port augusta,5700
2695981,mabel,baldock,ivanhoe,2878
6915549,texas,ellis,merewether,2291
4924210,craig,ta,mile end,5031
5841716,philippa,lafsky,nowra,2541
1778493,ai,wye,berrara,2540
6497091,sabina,giles,newtown,3220
467781,lucila,redmond,caringbah,2229
6759240,wallace,parker,port macquarie,2444
1516361,maree,willett,annandale,2038
467798,cheryl,adamson,everton hills,4053
6890335,lucy,moffat,stanmore,2048
1311840,jeneane,parisi,thornbury,3071
2827118,karla,trevenen,mullaloo,6027
1909626,malcolm,cook,grovedale,3216
5841795,lynette,davies,blackheath,2785
6235014,van,rassack,newport,2106
3482509,andrew,costin,diamond creek,3089
3875730,ruth,rew,brassall,4305
6497178,patricia,konjarski,peakhurst,2210
4662177,peter,fitzsimmons,mortlake,3272
1647531,martin,price,kingswood,2747
3482541,carolina,king,windsor,2756
6366132,astrid,heath,bittern,3918
3573236,jane,mchugh,barraba,2347
5317563,santina,eckersley,strathpine,4500
3220420,kay,doyle,prestons,2170
3744722,barbara,spencer,sturt,5047
6628315,patricia,marron,atwell,6164
6890463,grace,rawlinson,parkwood,4214
6104034,shirley,wyndram,chandlers hill,5159
5317604,pin,blythman,st kilda east,3183
1385453,cameron,mcmillan,campbelltown,5074
1123316,alison,hickman,erina,2250
730102,john,richards,mitcham,3132
6366206,judith,pearson,rye,3941
4269067,kylie,cushing,cooran,4569
4924443,eileen,barton,earlwood,2206
1516585,craig,biddle,wanneroo,6065
468015,desiree,adams,dandenong north,3175
3089457,janet,scott,sorrento,6020
2827314,stuart,furner,forrestfield,6058
1909815,harold,gray,sanctuary point,2540
992312,ray,oldfield,maylands,6051
4924478,amanda,hallett,floreat,6014
1385535,leslie,mulhearn,lane cove,2066
6806369,pamela,kosa,waverley,2024
3744842,robert,howard,murrumbeena,3163
4662355,john,ballard,pine mountain,4306
6759509,margaret,crane,croydon,3136
6104163,brian,attwood,westminster,6061
5317733,craig,thynne,oakleigh south,3167
6759526,donald,remmos,warracknabeal,3393
6366316,robyn,chiu,runcorn,4113
5842030,david,robertson,ballina,2478
3482748,debra,mooney,box hill,3128
5186686,michael,ridley,sandstone point,4511
3089535,craig,reilly,dudley,2290
4007047,christine,langton,toowoomba,4350
2172040,xiao,branthwaite,greenacre,2190
3744916,keith,mcintyre,red cliffs,3496
3482777,yvette,kershaw,tumut,2720
3613854,brian,brown,hornsby,2077
4138145,andrew,edwards,coomera,4209
3613875,geoff,naismith,rowville,3178
206004,leann,macbeth,condong,2484
6759625,patrick,walter,hamilton,3300
1516749,loy,pearce,sawyers valley,6074
1385699,deborah,licastro,annerley,4103
4400360,brendan,martin,bribie island,4507
1647863,geoffrey,dawkins,mount isa,4825
4531449,steven,sotiropoulos,oakleigh,3166
3332993,stefanie,edmunds,cronulla,2230
5580041,norma,healey,raymond terrace,2324
4531467,vanduong,hamilton,harbord,2096
4228653,xian,pitts,braybrook,3019
4138260,gay,mclennan,memerambi,4610
5973269,jane,bennis,east maitland,2323
75032,craig,coleman,leeton,2705
5973274,hwa,lucas,prahran,3181
2262576,lucia,gribble,ivanhoe,3079
599331,diane,eldridge,cuthbert,6330
206118,bernard,rose,wendouree,3355
6497585,simon,fissioli,college grove,6230
2696498,laura,anderson,hoppers crossing,3029
1647924,peter,janson,park ridge,4125
1516856,patrick,grimmond,dover gardens,5048
2696513,william,merry,blackburn,3130
1516866,lynette,arico,cooloolabin,4560
5449027,marcia,ho,grange,5022
1647945,john,gallage,leumeah,2560
5055822,stuart,ellis,summer hill,2130
2696529,gary,rainbow,scottsdale,7260
514958,strat,pope,somerville,3912
3220837,margaret,ramsden,semaphore park,5019
1516905,taniela,sinclair,seaford,3198
6890862,patricia,campbell,tallai,4213
5842291,sharon,alexander,bull creek,6149
2565501,samantha,raymond,brighton south,5048
730497,gary,motherwell,ainslie,2602
2041218,julie,ingram,williamstown,3016
2958730,melanie,hillbrick,birkdale,4159
6497685,anthony,lockley,chigwell,7011
5186971,edmund,vivekananthan,rowville,3178
6759836,keith,bateman,lyneham,2602
3876259,joao,saad,picnic point,2213
2172327,christine,ide,enoggera,4051
6736958,jan,dwyer,maroochydore,4558
6497708,peter,winkler,gladesville,2111
3876275,ronald,mangan,foster,3960
3876288,ian,ault,robertson,4109
5842381,elizabeth,scott,tycannah,2400
5449170,rosa,flanagan,tannum sands,4680
6497747,peter,azarovskaia,mitcham,5062
5318102,sharon,leeming,queens park,2022
6366680,stella,bond,ararat,3377
2434524,winifred,bannister,thornton,3712
6303994,wayne,mcconnell,nicholls,2913
4924894,adele,lehpamer,bulleen,3105
1254887,siew,levonpera,duffy,2611
2172404,kim,glasgow,point piper,2027
6366725,jennifer,barry,sunshine,3020
2696714,gan,tanyouf,merrylands,2160
6759953,margaret,benussi,bentleigh east,3165
861722,thomas,hubbard,stoneyford,3260
4531748,laurette,younie,castle hill,2154
4531749,peter,parise,cairns,4870
5580334,peter,yuan,ngunnawal,2913
861749,yuk,mount,singleton,2330
3089975,kevin,creedy,gladstone,4680
1517112,ralph,leong,maidstone,3012
4007495,wayne,tacey,alexandra hills,4161
2041416,noela,ghergesdani,merrylands,2160
599632,marjorie,fatnowna,kemp beach,4703
4400721,suzanne,dempster,mooroobool,4870
6366802,ivy,jennings,hope island,4212
4007510,michael,goodwin,tarrawanna,2518
1255013,david,soden,gladesville,2111
2041449,ian,benfield,cabramatta,2166
599659,karen,small,naremburn,2065
3221101,paul,ravichandran,blacktown,2148
3614318,boon,madrau,newcomb,3219
6628984,lynette,muller,croydon park,2133
973759,maree,tellefson,northcote,3070
5757888,ann,boyle,west pennant hills,2125
4007571,kok,hatch,albion park rail,2527
4400789,phillip,knight,mirrabooka,2264
5056151,patricia,osuch,wingfield,5013
3745433,young,lampe,weston,2326
6104733,ettore,chemiet,young,2594
599710,david,anderson,brighton north,5048
5711519,mi,johns,pialba,4655
1386147,terrymartin,yee,roselands,2196
3876524,stephen,lewis,glebe,2037
992941,peter,raiss,beecroft,2119
5318323,hamish,hunt,coonamble,2829
1517238,ava,jones,eastwood,2122
4007622,josephine,moore,finley,2713
5449415,robert,galtieri,bendigo,3550
3221197,teresa,baggaley,mullumbimby,2482
4925134,john,klimpsch,engadine,2233
3315184,pamela,thornberry,canowindra,2804
1386198,anthony,mitrovich,nollamara,6061
6762788,francesca,mulconry,dandenong,3175
1104847,noel,sims,pine grove east,3573
5187297,alison,hislop,eltham,3095
3311227,rosolino,hayes,parkes,2870
4663012,brent,warner,keysborough,3173
4925169,peter,hurle,mount louisa,4814
468722,tracy,ness,kurrajong heights,2758
993024,sonia,holmes,armidale,2350
6760193,frank,rodrigues,kenmore,4069
4663044,janice,mitchell,heidelberg west,3081
4400902,domenica,bailey,alderley,4051
5318407,ruth,chan-tsui,chatswood,2067
3483400,catherine,chilcott,prospect,7250
4925219,des,gardner,bateau bay,2261
3682610,anh,jordan,ardross,6153
1386286,kerrie,penna,plympton south,5038
993076,liang,andrew,pascoe vale,3044
3221325,leonardo,white,mango hill,4509
4269902,cynthia,richardson,rockhampton,4700
6891347,pamela,rivamonte,ballarat north,3350
4425358,keryn,wu,auburn,2144
2565979,rosa,boumadi,watsonia,3087
3221341,patricia,saganci,mount druitt,2770
4269922,shelley,day,nightcliff,0810
468841,gang,andersen,eatons hill,4037
2566014,priya,robinson,usher,6230
2697108,nancy,spellson,moree,2400
6367133,brian,vesey,zillmere,4034
4269984,stanley,zahra,girraween,2145
599976,gordon,condie,belmont,4153
3352494,aaron,forrest,mollymook,2539
6105012,joan,sotiropoulos,randwick,2031
5187519,christian,king,cessnock,2325
5842885,nan,plummer,pontville,7030
993227,mark,mccallum,balwyn north,3104
1517523,margarethe,fowler,blacksmiths,2281
6367198,rita,mcgarr,diamond creek,3089
1648608,david,dau,capalaba,4157
1648615,brian,vrucin,stuart park,0820
2828265,edward,smith,port melbourne,3207
2566125,kenneth,ballis,kogarah,2217
6498288,margaret,hamor,bondi junction,2022
6544382,concetta,vacy-lyle,nerang,4211
862198,anne,livingstone,ringwood,3134
6629373,john,heriot,rozelle,2039
6609920,kimble,kirkaldy,carlingford,2118
3876868,sandra,mcgurk,armadale,6112
600079,melanie,leschen,salter point,6152
6367254,anand,barnsdall,killara,2071
2435103,roma,campbell,orange,2800
5449761,gregory,gough,innisfail,4860
4401197,sam,plume,mount druitt,2770
5974062,peter,owen,bridgetown,6255
3221553,shiela,gleeson,greensborough,3088
1255480,suzanne,carney,croydon,3136
6760508,ronald,robin,sorrento,3943
1386585,brian,foster,walgett,2832
4906000,jamie,bishop,taree,2430
1648741,brian,cave,bradfordville,2580
5974124,ruth,martin,kallangur,4503
3420520,charlotte,white,ferntree gully,3156
1124470,craig,humby,renmark north,5341
3221624,helen,hull,mudgee,2850
3483772,rachel,sheezel,toorak,3142
2697342,maureen,kerr,lithgow,2790
2697344,ann,hevacan,randwick,2031
4008069,brian,zalunardo,findon,5023
4008073,christopher,sargood,figtree,2525
4401294,gloria,patterson,warren,2824
5580945,barry,byrne,paddington,2021
6236308,damien,wilson,st ives,2075
1124516,bibi,mitchell,goulburn,2580
5056680,kenneth,jones,st kilda,3182
4532397,michael,brann,cremorne,2090
2304180,keith,whitford,long gully,3550
1386681,william,sparkes,montmorency,3094
3221698,teresa,ware,cowra,2794
3090648,li,stirzaker,lakes entrance,3909
2304218,joseph,kolokas,lucas heights,2234
6105322,marguerite,zanbi,tuart hill,6060
76014,helen,napoli,whale beach,2107
1779951,john,gysberts,st albans,3021
338160,russell,lindus,gwandalan,2259
4008179,vicki,gamertsfelder,whyalla norrie,5608
993531,carmela,leyshon,bunbury,6230
1911044,fay,wilson,elizabeth downs,5113
1255687,penelope,milosz,midland,6056
4163288,frances,shotton,diggora west,3561
3158405,sangita,jioffre,coburg,3058
6367522,sidney,dan,rushworth,3612
4794661,hong,richter,bororen,4678
6367526,valerie,clissold,ocean grove,3226
5318951,debbie,griffiths,south yarra,3141
4687580,sandra,skinner,gosnells,6110
1629234,florence,halls,canterbury,3126
4401460,rod,roy,ainslie,2602
993593,leanne,galang,camira,4300
6629690,changwei,rowe,wagga wagga,2650
5843266,margaret,ha,anketell,6167
1911115,alan,howell,valentine,2280
4008272,anthony,lipari,haberfield,2045
1804003,gregory,dowd,newton,5074
6629726,john,cooke,lilli pilli,2229
4008287,peter,noke,eagle vale,2558
5450084,anne,meikle,eumundi,4562
2304365,vicki,malina,bondi beach,2026
1255790,carol,henderson,waterford,4133
2959728,antonia,ni,oakden,5086
3877236,itidal,milton,carrawobitty,2831
6367605,grahame,gent,trayning,6488
3746170,janet,hoefner,moorabbin,3189
862587,fay,clough,rowville,3178
600446,john,favorito,kiama downs,2533
4401537,gavin,morris,alstonville,2477
5843333,peter,ta,keysborough,3173
1649035,horst,howarth,doveton,3177
384066,richard,galayini,granville,2142
6498702,peter,stephan,mittagong,2575
4532624,panagiota,friedlieb,albury,2640
6891930,david,ondaatje,richardson,2905
5450145,yvonne,evans,gladstone,4680
4008356,graham,henderson,edmonton,4869
5056940,sabina,craig,eagle heights,4271
2131699,mirajisagut,cheung,merrylands,2160
6236597,gordana,harfouch,st leonards,2065
207289,anoni,elvin,gundaroo,2620
4401600,ross,nguyen,sunshine,3020
2173387,edward,beinke,kimba,5641
6498772,catherine,spencer-watkins,carters ridge,4563
338390,rita,thomas,surry hills,2010
2435548,margaret,cross,diddillibah,4559
338400,john,whitelaw,mornington,3931
6236649,stuart,mcdonald,rutherglen,3685
5974506,veronica,jewell,salisbury,4107
6304167,noelene,morgan,brockman,6701
2828781,karen,brown,numurkah,3636
1518065,anthony,helema,sandringham,3191
5450230,robert,lee,middle park,4074
4163328,slobodan,spooner,frenchs forest,2086
5190059,carol,carmody,carina,4152
993810,david,trifilo,werribee south,3030
5843499,rosalee,auld,bundamba,4304
1124910,hector,rossi,leda,6170
5581361,wesley,stoddart,gosnells,6110
4926004,brendan,burr,devonport,7310
76343,annita,phelan,kalamunda,6076
1124924,zakaria,farid,north parramatta,2151
2959938,lachlan,zukowski,dandenong north,3175
6761028,damian,booth,prestons,2170
2304598,kathryn,haddin,shailer park,4128
5974617,joan,sands,paynesville,3880
2959968,geoffrey,lawrence,victor harbor,5211
1387124,gray,pester,curl curl,2096
3222134,stephen,mortimer,croydon,3136
600695,monica,postler,ridgehaven,5097
4008568,maxwell,habicki,barrack heights,2528
76418,abigail,feeken,narrabundah,2604
3877510,margaret,neal,emu plains,2750
886552,michael,noon,burleigh heads,4220
1518226,bobby,norman,shelley,6148
5188249,carlos,de vries,kariong,2250
469670,marie,crocker,bega,2550
4532906,dennis,el-hosni,merrylands,2160
4663988,stephen,zawadski,stanthorpe,4380
6892214,carolyn,walker,torquay,4655
2830793,phillip,hoskins,palmwoods,4555
76486,john,bruce,forbes,2871
6630089,leanne,johnson,warners bay,2282
3091148,marnie,kurek,white beach,7184
5881556,tracey,smith,piangil,3597
1911511,ok,jonsson,tolga,4882
2042587,roger,charlton,north parramatta,2151
1125087,margaret,pontifex,corrigin,6375
2566880,karen,villamor,merrimac,4226
5057250,warren,little,moranbah,4744
3484393,ashley,sheppard,birkdale,4159
6499052,george,stoeckel,swan reach,5354
862957,karen,henry,cunderdin,6407
4008700,jane,harvey,esperance,6450
1911553,stuart,evans,woody point,4019
2960137,theresa,courtney,gunnedah,2380
5319440,carmine,ruhbaum,albury north,2640
338705,trudy,madden,dee why,2099
5712659,debra,mahar,oakleigh,3166
5712665,susan,daley,mooroolbark,3138
2960155,john,davis,malvern,3144
5450532,robert,warmoll,cardiff south,2285
994093,janet,klay,ringwood,3134
5450546,diane,juren,kangaroo flat,3555
1911606,jenny,yule,bentleigh east,3165
5843769,bint,sullivan,maryborough,4650
3746619,trevor,marshall,pingelly,6308
863036,ian,thomson,giralang,2617
2173758,ali,crncevic,malua bay,2536
1125185,jack,barnett,bayswater,6053
2698050,amir,bourke,gargett,4741
5581636,deborah,low,elizabeth downs,5113
689974,michelle,pitman,bondi,2026
469836,barry,dickinson,bowen,4805
2698063,san,hunt,gosford,2250
1911636,katrina,smith,kalgoorlie,6430
5319518,anatoly,ozanne,wavell heights,4012
6105962,antonia,watson,culburra,2540
3484537,stephen,schols,corrimal,2518
2698111,luis,hill,kurrajong,2758
1387393,josephine,armas,rooty hill,2766
6892425,steven,stevens,bracken ridge,4017
3484560,leeann,freer,maitland,5573
1387410,anthony,meade,ballarat north,3350
1125268,keith,gerhard,warragamba,2752
6499224,gerald,haig,bunbury,6230
994204,sharron,jones,palmerston,2913
1911714,bernard,campton,davistown,2251
207784,sally,mcleod,hawthorn,3122
2829228,laraine,cole,narrabundah,2604
4402100,lynette,fogden,port pirie,5540
4664246,carol,cowling,springfield,7009
2173887,robert,walker,thomastown,3074
318624,virginia,geering,wyrallah,2480
2829250,noel,morley,curban,2827
4926404,raimonds,adamo,randwick,2031
2698184,sikhulekile,rollston,rockhampton,4700
3091410,janette,marchesi,herston,4006
76766,alba,thompson,upper plenty,3756
3091423,carolyn,stacey,jesmond,2299
732135,richard,davies,bellevue hill,2023
3746803,daniel,keys,brunswick,3056
5843959,jacqueline,roberts,bulleen,3105
6063956,sandra,jennings,seaton,5023
1518587,ryan,murphy,gladesville,2111
5975040,antonino,douglas,niddrie,3042
338956,ronald,reynolds,griffith,2603
1518608,donna,tarca,clarendon,5157
3222548,stephen,thackray,narre warren,3805
4402199,kim,coleze,carnegie,3163
5188634,john,allen,hillsdale,2036
6892574,edna,burton,seymour,3660
1780770,elizabeth,asher,mitcham,3132
2698279,georgina,roberts,lockleys,5032
4795434,helen,tyson,cardwell,4849
1387570,john,noye,brahma lodge,5109
6435337,janet,olver,ivanhoe east,3079
5712954,grace,carna,hamel,6215
1780795,twonette,tate,shepparton,3630
6761541,peta,caporn,mosman,2088
427873,beate,artuz,st albans,3021
2436169,michal,redden,mullumbimby,2482
4795468,marlene,clayton,portland,3305
1518669,kevin,russell,waroona,6215
6630484,yue,pinnington,pullenvale,4069
6499425,lyra,avis,st peters,2044
4664426,john,turner,bacchus marsh,3340
3615855,isabel,yuile,pretty beach,2257
863350,meng,roper-tyler,hazelbrook,2779
207996,phillip,foote,mildura,3500
5057663,mark,murphy,kew,3101
3222656,lesley,benjamin,para hills,5096
2829441,leigh,stevens,karratha,6714
4271234,james,ware,moore park,4670
6761609,gregory,kronk,elwood,3184
6106266,carolyn,howes,colyton,2760
5844124,nola,newton,sanctuary point,2540
2829478,elizabeth,gladman,kerang,3579
6630568,androula,maclean,noble park,3174
3615918,ross,martin,coconut grove,0810
1387698,clint,fallon,innisfail,4860
4140213,tracie,goldman,potts point,2011
6368446,mark,manton,bicton,6157
1649858,nathan,fellegvari,lower templestowe,3107
1649868,anne,ten,meadow heights,3048
4271310,sharone,tylman,rivett,2611
4664529,trudy,smith,torquay,4655
2698450,karen,cartwright,trigg,6029
208089,rodney,o'brien,beverly hills,2209
3878107,william,hillyer,mount gambier,5290
3180410,phillip,purnell,tahmoor,2573
3747046,margaret,mackee,mcmahons point,2060
4795631,rodney,van grinsven,ashmore,4214
3222772,floris,gredig,toowoomba,4350
2436344,hazel,brosnan,killarney,4373
1518849,michael,johnston,mount helena,6082
2567436,robyn,greve,hurstville,2220
1518865,sarra,baldwin,bancroft,4630
77075,kitty,jones,port noarlunga,5167
4271389,pauline,hersant,forster,2428
339235,albert,waters,cardiff,2285
5713189,brian,crowe,mooroobool,4870
4402485,kenneth,walker,busby,2168
1649980,troy,borneman,drummoyne,2047
1125696,ha,anson,kambah,2902
470349,gavin,erai,earlwood,2206
4009296,amanda,scaniger,bowraville,2449
5057874,gladys,langford,kenmore,4069
6761824,paul,field,paynesville,3880
4402535,denise,shepherd,nobby,4360
863601,delfina,curran,maryborough,3465
